,data,label
259,"MHLELI: KwiSolezwe langoLwesithathu, Juni 20, phansi kwesihloko esithi: IDA ivulele uJuju awokucwasa. Ngithi ake ngibeke owami umbono. UMalema ukhuluma ngezinto ezigqitshiwe. Ngesibindi sakhe ngimushayela ihlombe.
 Mhlawumbe ngaphambi kokuqale bagijimele ezinkantolo ontabakayikhonjwa, kungakuhle baqale babheke ubuqiniso bale nto ekhulunywa nguJuju, bazenzele ucwaningo, ikakhulukazi ngalezi zindawo ezinabomdabu baseNdiya abaqashe abamnyama. Kungaba yisemalolini, emakhishini, hardware, ezitolo zokudla njalo-njalo. Uma beneqiniso bayobuya, bamxhawule uMalema, bathi wayeqinisile. 
",politics
260,"OMUNYE wabaqokwe nguMengameli Cyril Ramaphosa ukuheha abatshali bezimali uthi abantu kumele babekezele ngoba kusazothatha isikhathi ukuguqula isimo sezwe.
UNksz Phumzile Langeni, oyiPresidential Investor Emissary, ubekhuluma nosomabhizinisi izolo esithangamini senhlangano iBusiness Leadership South Africa (BLSA) eThekwini. Uqokwe ngo-Ephreli nabanye abathathu ukuthi bazame izindlela zokungenisa ezweni li * $1 billion eminyakeni eyisihlanu. Utshele osomabhizinisi ukuthi umkhankaso kamengameli obizwa ngeThuma Mina, ngeke uphumelele uma engalekelelwa.
","economy, business and finance"
261,"SEKUQUBUKE indida ngesitshudeni sesikhungo semfundo ephakeme eThekwini, esithanqazeke esitezi sashona ngoLwesihlanu, osekuvele nezinsolo zokweba.
Lesi sitshudeni sesilisa okuthiwa sifunda eDurban University of Technology (DUT), besisuka esitezi sesithupha ophikweni lwaseML Sultan kusona lesi sikhungo. Imininingwane yalesi sigameko nekamufi ibingakatholakali kodwa sekuvele imibiko eminingi ngaye njengoba abanye bekuphika ukuthi ubebaleka.
","crime, law and justice"
262,"BABHODLA umlilo onogada, abagada ama-ATM abathi bamuhluzwe ngamaphoyisa abecabanga ukuthi baziyizigebengu ezicupha imishini yemali, eMpangeni.
UMnuz Mbongeni Gcabashe noMnuz Thembinkosi Ndlovu abasebenza enkampanini yonogada iTrinity Protection enenkontileka nabakwaStandard Bank bathi behlelwe yilesi sigameko bephuma kolungisa i-ATM yakwaStandard Bank , enxanxatheleni yezitolo i-Assenwood Centre, eseRichards Bay ngoLwesine ebusuku. 
","crime, law and justice"
263,"ABAZALI besikole samabanga aphansi eLovu bathi bazoqhubeka nokubhikisha uma uMnyango wezeMfundo ungamxoshi uthishanhloko obambile, abamsola ngokungaphathi kahle isikole.
Kusukela ngoMsombuluko abazali base-Andrew Zondo Primary babhikisha ngaphandle kwesango lesikole, bakhala ngokuthi abamfuni uthisha obambe emuva kokushona kukathishanhloko ngo-Ephreli. Lo thisha wesifazane Isolezwe elinalo igama lakhe, kuthiwa ubevele eyiphini likathishanhloko ongasekho uMnuz Sihiya, igama lakhe elingatholakalanga. Kuthiwa lo thisha ongafunwa uke wabamba ngesikhathi kugula uSihiya, abazali abakhala ngokuthi izinga lokuphasa lehla ngaleso sikhathi. Bakhala nangokuthi kuningi osekushintshile kusukela ebambile, okubalwa nokumisa abahlanza isikole. Kuthiwa abafundi yibona asebehlanza ngisho amathoyilethi esikoleni.
",education
264,"UYISE wowesilisa osolwa ngokubulala umfundi waseMangosuthu University of Technology, osedume ngokuqhuba intwala ngewisa, uthi kunzima ukukholwa yizinsolo ezibekwe kuMnuz Thabani Mzolo (23).
UMnuz Mthembeni Majola oyikhansela le-IFP onguyise kaMzolo ongamzali uthi ubechitha isikhathi esiningi naye njengendodana yakhe. Uthi njengoyise kunzima ukukholwa yonke into eshiwoyo ngaye.
","crime, law and justice"
265,"
INHLOKO yophiko lezokushushisa uShaun Abrahams usefunge wagomela ukuthi noma ngubani othinteka enkohlakalweni yaseVrede dairy farm uzobhekana nengalo yomthetho.
""Siyaluphenya lolu daba. Uma uphenyo lwethu luholela ekutheni kubekwe abanye abantu amacala noma ikanjani sizokwenza lokho,""kusho u-Abrahams namhlanje ngesikhathi echazela ikomidi lezamaphoyisa ephalamende. Uthe akekho ozophunyuka ngisho noma kwenzakalani.
U-Abrahams ubephendula amalungu ephalamende abeveza ukungenami kwawo ngokusebenza kwalolu phiko lwezokushushisa, akhale nangokuthi lolu phiko kuhlanganisa namaHawks bamandla ekubopheni izisebenzi zikahulumeni kodwa alusondeli kosopolitiki.
Kuke kwaba nezikhalo ngosopolitiki abafana nowayengungqongqoshe wezokuMbhiwa, uMosebenzi Zwane noNdunankulu waseFree State ophinde abe nguNobhala Jikelele we-ANC, u-Ace Magashule, okunenkolelo yokuthi baneqhaza elibalulekile abalidlala enkohlakalweni yaleli famu kodwa akukho okwenzeka kubona.


","crime, law and justice"
266,"APHAZAMISE ukwakhiwa komgwaqo amalungu omphakathi aseMawoti, eNanda, adilizelwa izindlu kusukela ngo-2014, athenjiswa ukunxeshezelwa ngemali angakayitholi.
Abantu, asebehlala ezindlini zomxhaso, bathe sebekhathele ukubanjiswa udonga ngesinxe-phezelo. Zibalelwa ku-34 izindlu okuthiwa zadilizwa kule ndawo ngesikhathi uNkk Zandile Gumede oseyiMeya yeTheku eseyikhansela. Umphakathi uthe wathembisa ukuthi uzonxeshezelwa kodwa azisafezeki izethembiso.
",politics
267,"SIKHULU isililo ngokubulawa kwevolontiya le-ANC laseMfume ebeligqugquzela ukuvota.
Kuthiwa uMnuz Nqobizwe Mkhize (46) waseSimahleni, eMfume uhlaselwe abalisa abangaziwa abathathu elele nomkakhe ezintatha kuzosa kube nguMgqibelo. Kuleya ndawo kuphinde kwabulawa abalisa ababili, uMnuz Sibonelo Hlongwane noMnuz Nathi Hlengwa abatholakale bedindilize emgwaqweni buqamama nalapho okuhlala khona uMkhize. 
","crime, law and justice"
268,"IMBONGI ephinde izigaxe kwezomzabalazo, uMzwakhe Mbuli, ikhwele yadilika kubelaphi bendabuko ibagxeka ngokungasizi ngalutho ekubeni bethi banamandla.
UMzwakhe uthe ubone esiteshini sethelevishini sase-USA, iHistory Channel, ukuthi abaphenyi beFBI babuye basizwe yizanusi zakhona ukuxazulula amanye amacala kodwa eNingizimu Afrika kunenzukazikeyi yecala lokubulawa kowayengunozinti we-Orlando Pirates neBafana Bafana, uSenzo Meyiwa.
","crime, law and justice"
269,"INKAMPANI eholela abantu izibonelelo zikahulumeni, iCash Paymaster Services (CPS) ikhala ngokuthi izobe ingasenayo imali ngoMeyi uma uhulumeni engayinyusi imali ayikhokhela le nkampani ukuze yenze umsebenzi.
Izolo abameli beCPS, batshele amajaji eNkantolo yoMthethosisekelo ukuthi uma unganyuswa uR16.44 okhokhwayo ukuze iholele abantu izibonelelo kusho ukuthi izohluleka wukuqhuba ibhizinisi layo. 
","economy, business and finance"
270,"UZIMISELE ngokubamba iqhaza ekulweleni amalungelo abantu besifazane umfundi ka-matric (17) ophila nebala elimhlophe ozomela iNingizimu Afrika engqungqutheleni ezobhunga ngezinkinga zabesifazane.
UGoldgirl Phakathi ofunda eNqabakazulu Comprehensive High KwaMashu uthe ufisa sengathi abantu besifazane bangafunda ukuzethemba kukho konke abakwenzayo bazi ukuthi ukuba ngabantu besifazane akubenzi babe ngaphansi kwabesilisa. 
",education
271,"IZAZI zomnotho zidonse ngendlebe abantu ukuthi babophe izifociya ngoba kuzoshuba njengoba sekuzozwakala ukunyuka kwentengo ekhokhwa uma uthenga impahla, iValue Added Tax (VAT) enyuke ngo-1% isuka ku-14% yaya ku-15%.
UMnuz Jason Urbach oyisazi somnotho kwiFree Market Foundation, uthe ukunyuka kweVAT kuzoshubisa ngoba kuzozwela kuwo wonke umuntu.
","economy, business and finance"
272,"OMUNYE wabesifazane abazocobelela abanye ngemfihlo yokuphumelela ezithangamini ezizoqala ngoMgqibelo ezibizwa ngeSat-Sof-Fro Salon Seminar, uthe abesifazane kumele bafunde ukuzimela kwezezimali. Isithangami sokuqala sizoba seGreen Park eSandton eGoli.
UNkk Nelisiwe Masango, oyiWealth Coach, uthe kusenhliziyweni yakhe ukufundisa abesifazane ukuthi bangathembeli kumuntu ekutholeni imali. Ungomunye wabangu-12 abaqokwe ukucobelela abanye ngolwazi kulezi zithangami esizozungeza amadolobha ehlukene. Lezi zithangami zihambisana nomkhankaso obizwa nge#WearYou, ohlose ukutshala ukuzethemba kwabesifazane. 
","economy, business and finance"
273,"UKUQOKWA kukaMnuz Bheki Cele esikhundleni sokuba nguNgqongqoshe wamaPhoyisa kujabulise abaningi abebelokhu bekhale njalo uma kwenzeka ubugebengu bethi akubuyiswe uCele, ngakolunye uhlangothi kunalabo abanovalo nongabazane ngobuholi bakhe, uDELI MNCWABE uyahlaziya
SEKUNGUMLANDO ukuthi kuphelile ngoNgqongqoshe obemandla nasezinkundleni zokuxhumana, uMnuz Fikile Mbalula, kwangena oke waba nguMkhuzi wamaPhoyisa, uMnuz Bheki Cele obelokhu ekhaleleka njalo uma kuvela ukuthi izigebengu ziyazicanasela eNingizimu Afrika.
","crime, law and justice"
274,"USÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢MANGELE ZUMA uxoxe noMntwana uThulani Zulu, okhulumela iNdlunkulu, ukuthola kabanzi ngalo mnikelo ka-R5 ocelwe yiSilo Samabandla uGoodwill Zwelithini kaBhekuzulu
YEBO kunjalo, ivulwe ebhange i-Absa. Ngicela ukulungisa sonke lesi sikhathi benginikeza abantu izinombolo ezingaphelele. Izinombolo ze-akhawunti ezifanele zithi 924 198 1117. Igama le akhawunti lithi Zulu Zwelithini Land Prosecution from Repossession, uma ulinqamulela uthi: ZZLPR.
","economy, business and finance"
275,"UGWETSHWE udilikajele olahlwe yicala lokudlwengula umfana oneminyaka eyisikhombisa eNtshanga. Inkantolo yesiFunda eCamperdown igwebe indoda eneminyaka ewu-33 ngecala lokudlwengula.
Kuthiwa lesi sigameko sabikwa esiteshini samaphoyisa eNtshanga ngemuva kokuthi lo mfana edlwenguliwe ngoMeyi 2016. NgoMeyi 2, 2016 umgilwa waficwa wumdlwenguli eyedwa kubo unina engekho, wamgila imikhuba. Umdlwenguli wabanjwa ngamalungu omphakathi esadlwengula umgilwa, abiza amaphoyisa. Kwavulwa icala lokudlwengula esiteshini samaphoyisa eNtshanga. Icala ladluliselwa ophikweni oluphenya amacala odlame lomndeni, ukuvikelwa kwezingane namacala ocansi ukuze aliphenye. 
","crime, law and justice"
276,"UNGQONGQOSHE omusha weMfundo ePhakeme uNkk Naledi Pandor usefunge wagomela ukuthi uzoshanela amabibi enkohlakalo kulo mnyango nasezikhungweni zemfundo kuleli. UNkk Pandor usanda kuqokelwa kulesi sikhundla esuka kwesokuphatha uMnyango wezeSayensi noBuchwepheshe ngesikhathi kushintshwa iKhabhinethi. Lesi sikhundla besiphethwe uDkt Hlengiwe Mkhize ngaphasi kweKhabhinethi kaMnuz Jacob Zuma osedla endala manje.
UNkk Pandor utshele ikomiti lasePhalamende elibhekele imfundo ephakeme ukuthi akezwani nenkohlakalo nokungethembeki.
",education
277,"UDABA lwebandla laseNgcobo, iMancoba Seven Angels Ministries, okusolwa amalungu alo nabasolwa ngokuqotha amaphoyisa ngokuyokhosela kulo, lusematheni kulezi zinsuku.
Uma kukhulunywa ngaleli bandla, kubalwa abesifazane abalinganiselwa ku-100 okuthiwa bayizigqila zocansi kuleli bandla, abantu okuthiwa badayise imizi yabo, yizimoto zabo nokunye ukuze banike abaholi baleli bandla yonke imali abanayo. 
","crime, law and justice"
278,"
UNGQONGQOSHE wamaPhoyisa uBheki Cele useqinisekise ukuthi kuzobhekwa impilo ephilwa ngamaphoyisa, nanethemba lokuthi lokhu kuzonciphisa ubugebengu. 
UCele, obeyingxenye yethimba longqongqoshe bezokuphepha ebeliphendula imibuzo ephalamende namhlanje, uveze ukuthi akusekho ukujikela emvakwendlu kumele iphenyiwe indlela amaphoyisa aphila ngayo.
Uthe bazolandela umyalelo kaMengameli Cyril Ramaphosa ngesikhathi enza inkulumo ayeyibhekise esizwe, lapho agcizelela khona ukuthi kuzomele kubhekwe nempilo ephilwa abantu ukuthi iyahambisana yini nomholo wabo.Ãƒâ€šÃ‚Â 
Umbuzo bewuqhamuka kwiDA ne EFF akade befuna ukwazi ngempilo ephezulu ephilwa yilowo obeyibambela lika khomishana wamaPhoyisa kuzwelonke Khomotso Phahlane, bekhala ngokuthi beyisolisa.



","crime, law and justice"
279,"I-DA isisole uMengameli Cyril Ramaphosa ngokuyishaya emuva ayishaye phambili ngesinqumo sakhe sokuthi umbuso ukhokhe izindleko zecala likaMnuz Jacob Zuma obengumengameli.
UMnuz James Selfe ucashunwe emaphepheni asenkantolo ekhala ngokuthi kungani uRamaphosa evumela ukukhokhelwa kwezindleko zecala likaZuma kodwa ebe enqabe ukukhokha ezecala lamaphoyisa amahlanu angesikhathi sobandlululo, asolwa ngokusoconga uNksz Nokuthula Simelane. 
",politics
280,"KUFEZEKE izifiso zamaqembu aphikisayo osekuphele iminyaka zifuna ukuthi obengumengameli wakuleli, uMnuz Jacob Zuma, ayobhekana namacala enkohlakalo nokukhwabanisa okwavela ukuthi kwaba khona ubushompeshompe obuthinta uZuma kuwona.
NgoLwesihlanu oyinhloko yophiko lwezokuShushiswa koMphakathi, uMnuz Shaun Abrahams, umemezele ukuthi uZuma uzoshushiswa ngamacala awu-16 ahlanganisa inkohlakalo, ukukhwabanisa nokushushunjiswa kwemali.
","crime, law and justice"
281,"UMHOLI weNFP uNkk Zanele Magwaza-Msibi uziphendulele kumholi we-EFF uMnuz Julius Malema othe kumele amiswe ekubeni yiPhini likaNgqongqoshe wezeSayensi nobuChwepheshe ngenxa yesimo sempilo emuva kokushaywa yisifo sohlangothi.
UMalema ekhuluma emsakazweni ozinze eGoli, iPower FM noJJ Tabane ongumethuli wohlelo, uthe waze wakhuzwa ngamanye amalungu ale nhlangano ngesikhathi elibeka ngembaba elokuthi uNkk Magwaza-Msibi uholela into engekho ngoba isimo sakhe asisavumi ukuthi asebenze. UMalema uveze ukuthi abaholi abasebenza naye kuleli qembu bakhale ngokuthi ukhombisa ukungabi nazwelo esimeni esibhekene nomengameli weNFP. 
",politics
282,"MHLELI: Kwelakho eliyibeka indaba njengoba injalo lingahlonizi. Konekele, nakhu sibanjwa inkunzi ezweni sibhekile sidlala uMTN.
Kunento eyenzekayo engaqali. Sesikhalile ngayo kaningi, kukhala izifundiswa nabangafundile kodwa akekho ophumela obala kucace ukuthi uMTN uwufakela inselelo noma-ke sibhikishe sigcwale izitaladi.UMTN udlala ngathi. Inkinga uma uthi ubashayela ucingo ngenkinga osuke ubhekene nayo kuvane kudlalwe, ngawe uphicaphicwe kuhle kwengane.Ufike uthenge i-airtime ka-R30, uthi usakhulume imizuzwana uzwe sekukhuluma yomlungu ithi awusenamali. Uma ubathinta bavele belokhu ukukutshela ukuthi cisha iselula yakho imizuzu emihlanu. Uma ube nenhlanhla emva kwalokho iyavela i-airtime yakho kanti uma ube neshobolo isuke isihambe unomphelo. 
","crime, law and justice"
283,"OWAYENGUMELULEKI wezezimali kaMnuz Jacob Zuma useveze ukuthi uzomhlinzela ezibini uZuma ngobufakazi obuqanda ikhanda abugodlile obuthinta amacala athweswe wona enkohlakalo, ukukhwabanisa nokwehlisa imali ngomlenze. USchabir Shaik uthi ubephekwe ngobhojwana wuPhiko lwabaphenyi oKlebe abamjijimeze ngemikhonto yemibuzo eyishumi ngoZuma. 
""Ngiphendule ngokukhulu ukwethembeka emibuzweni ebengiyihlonywa abaphenyi, emihlanu yale mibuzo imphenya izinqe uZuma. Phela ngangike ngasho vele ukuthi ngizofakaza uma ngicelwa, njengoba sengibiziwe nje akusekho ukwenza ngokunye,"" kusho uShaik
","crime, law and justice"
284,"UKUBA wumama omatasa okudingeka alande izingane esikoleni, aziyise kwezemidlalo kwenze uNkk Nthati Mthembu asungule i-app ebizwa nge-Live Connected ezomkhumbuza konke okufanele akwenze.
UNkk Mthembu ohlala eSandton, eGoli, ongungoti wezobuchwepheshe, uthe, i-app wayisungula ngo-2016 emuva kokubona ukuthi izingane zakhe sezidlala imidlalo ehlukene, udinga ukukhumbula ukuyozilanda.
",society
285,"KUBONWA ngokusa esibhedlela kumfundi waseMangosuthu University of Technology, uSamkelo Ndlovu (17), okuthiwa ushaywe kanzima ozakwabo ngeSonto eledlule bemsola ngokuntshontsha isikhwama semali komunye wabafundi. 
Umndeni walo mfundi odabuka eHopewell, eMgungundlovu owenza unyaka wokuqala ezifundweni ze-Information Technology, bathi bafuna ubulungiswa kulolu daba. Uyise uMnuz Nkosinathi Ndlovu uyavutha ngokulimala kwendodana yakhe, uthi isono sayo kwaba ukutholisela ngesikhwama semali kwase kuthiwa isebile.
","crime, law and justice"
286,"UPHIKO lwentsha ye-ANC eWestern Cape lubopha uNdunankulu uHelen Zille wakhona ngokuhluleka ukuhambisana neminye imithetho yasesiShayamthetho mayelana nenkinga yamanzi.
Esitatimendeni esifungelwe esibonwe yi-Independent Media, lolu phiko lwentsha olusesifundeni iDullah Omar, ngokolukhulumelayo uMnuz Winston Erasmus, lusola uNkk Zille ngokuhluleka ukuqoka ikhomishini yezemvelo njengokusho kwesigaba 71 sesiShayamthetho.
",politics
287,"AMAPHOYISA aseLimpompo asebophe owesilisa oneminyaka engu-21 osolwa ngokumba ithuna likanina owafihlwa ngonyaka ka-2001, wakhipha ugebhezi lwakhe.Ãƒâ€šÃ‚Â 
Lo wesilisa wasesigodini saseDithabaneng, eGa-Mphahlele, uboshwe kuleli sonto ngemuva kokubikwa amalungu omphakathi asale eshaqekile ngemuva kokumbona ehamba nogebhezi. Kubikwa ukuthi lo wesilisa ubehamba nalolu gebhezi ngisho eya ezitolo noma ebhange, njengendlela 'yokuzivikela'.Ãƒâ€šÃ‚Â 
","crime, law and justice"
288,"ISINQUMO sakamuva senhloko yeNational Prosecuting Authority (NPA) uMnuz Shaun Abrahams sokuvusa amacala angu 16 abhekiswe kulowo obengumengameli wezwe uMnuz Jacob Zuma sesisuse inkulumo mpikiswano.
Phakathi kwemibuzo evukayo yilena: Kungani u-Abrahams ethathe lesi sinqumo? Kungani isinqumo esifana nalesi sithathwe uZuma esanda kushiya ekubeni ngumengameli wezwe? Sisho ukuthini lesi sinqumo?
","crime, law and justice"
289,"UMENGAMELI we-IFP, inkosi Mangosuthu Buthelezi uxwayisa uhulumeni we-ANC ngokuthi kumele uluphathise okwezikhali zamaNtungwa udaba lokuthathwa komhlaba ngaphandle kwesinxephezelo, ukugwema ukuthi izwe lingagcini selifana neZimbabwe.
Ekhuluma emcimbini wokugubha uSuku lwamaLungelo aBantu eKing Zwelithini Stadium eMlaza izolo, uButhelezi uthe udaba lomhlaba lujulile akumele lusingathwe noma yikanjani.
",politics
290,"USASHAQEKILE umphakathi waKwaSwayimane ngaphandle kwaseMgungundlovu emuva kwesigameko lapho isoka kuthiwa lifike erenki langqokloza intombi yalo ngesibhamu liyisola ngokujola nomunye usomatekisi.
Kuthiwa uNksz Khule Buthelezi (24), osebenza kwesinye isitolo sokudla kule renki, izolo udutshulwe yisoka lakhe anengane nalo, okuthiwa bahilizisane nalo kwathi uma ebaleka lamdubula esiphundu. 
","crime, law and justice"
291,"UMHOLI we-Economic Freedom Fighters (EFF), uMnuz Julius Malema, ugxeke abantu baseNingizimu Afrika ngokuseka i-ANC yize bengayethembi ukuthi ingabavikela ezintweni ezibathwalisa ubunzima nsuku zonke. Ethula umkhankaso wayo wokhetho eGoli izolo, uMalema uthe kubhekwe ukuthi ukhetho lwangonyaka ozayo lube nezinga eliphezulu lokuncintisana selokhu kwaba nokhetho lwentando yabantu ngo-1994.
UMalema utshele amalungu e-EFF, eStandard Bank Arena, eGoli, ukuthi abantu baseNingizimu Afrika baseka i-ANC kodwa bese bethembela kwi-EFF ukuthi ixazulule izinkinga zabo zansuku zonke.
",politics
292,"LUBUKEKA luselude ukhalo odabeni oluphakathi kweMeya yaseKapa uNksz Patricia de Lille njengoba elwa ngayo yonke indlela ukuphikisana nezinqumo zeqembu lakhe iDA asephenduke umzondo kulo.
Ithimba labameli bakaDe Lille eliholwa wuqeqwe u-Advocate Dali Mpofu SC, litshele iNkantolo eNkulu yaseCape Town ukuthi iDA ishaye phansi kwashunqa ngeke uDe Lille alale engandlalelwe.
",politics
293,"KUQINISWE ezokuphepha zePhini likaMengameli weNatu, uMnuz Allen Thompson, osinde ngokulambisa edutshulwa abesilisa abebehlomile, abashaqe zonke izikhwama zakhe zama-laptop ebezinemiqingo ebalulekile eminye okungeyophenyo oluqhubekayo oluthinta uMnyango wezeMfundo KwaZulu-Natal.
UThompson ujahwe waze wafika esibhedlela yiBMW emhlophe ebihamba abesilisa abebezifihle ubuso befake nama-gloves ngoLwesihlanu ntambama eMhlanga, eThekwini. 
","crime, law and justice"
294,"IKHUNJULWE njengeqhawe inkakha yomthwebuli waseNingizimu Afrika, uMnuz Sam Nzima, oshone ngoMgqibelo. Igama likaNzima laduma umhlaba wonke ngemuva kwesithombe asithatha sikaHector Pieterson ngoJuni 16, ka-1976, ngesikhathi abafundi bakuleli bebhikishela ukuthi kuqedwe umthetho wokufundiswa kwesibhunu kuleli.
Lesi sithombe indlela esaduma ngayo saze sangena ohlwini lwezithombe eziwu-100 ezaguqula umlando ephephabhukwini elihlonishwayo emhlabeni lase-United States, iTime Magazine. Noma sakhombisa isithombe esiyiso ngokwakwenzeka eNingizimu Afrika ngaleso sikhathi, uNzima wazidonsela amanzi ngomsele ngaso. Wadingiswa endaweni ayehlala kuyo eSoweto, wabuyela eLilydale eMpumalanga waphinde wanqatshelwa ukuthi aqhubeke nokuthathe izithombe. Amaphoyisa kahulumeni wobandlululo amsola ngokuveza isithombe esibi ngeNingizimu Afrika.
",society
295,"ASABISA ngokuya enkantolo amalungu e-ANC KwaZulu-Natal angahambisani nokuthi kuhlale izingqungquthela zezifunda neyesifundazwe.
Esithangamini nabezindaba eMargate Hotel ngasePort Shepstone izolo, uMnuz Howard Msomi ongunobhala kwisifunda esincane se-ANC eMzumbe, uthe bazoyilandela yonke imigudu yangaphakathi enhlanganweni lapho bezobe bezwakalisa izikhalo zabo ngokuhlala kwezingqungquthela kodwa uma bengakutholi ukujabula bazophoqeleka ukuthi baye enkantolo.
",politics
296,"
KUGCINE kumenele ngoMgqibelo owesifazane waseNkunzani, KwaNongoma, obhunyelwe uyise wezingane ngophethroli wamokhela ngomlilo. 

UNksz Nompumelelo Mthembu (28) ushone ngoMgqibelo kulandela ukubhunyelwa ngophethilolu nguyise wezingane zakhe, ngoba enqaba ukuba bebuyelane. 

Umufi onezingane ezintathu nomsolwa, kuthiwa ubesebuyele kubo njengoba ngoMashi wamshaya waze wamdlokodla isitho sangasese ngesagila umsolwa kulandela ingxabano ethinta imali yesibonelelo sikahulumeni yezingane. 

Wahlala isikhathi esibhedlela uNksz Mthembu ekhishwa isagila njengoba umndeni uthe kwaze kwaphoxeleka ukuba akhishwe nesibeletho...

Udaba oluphelele kwiSolezwe ngoLwesine. 
","crime, law and justice"
297,"UNGQONGQOSHE wezokuBusa ngokuBambisana neziNdaba zoMdabu kuzwelonke, uDkt Zweli Mkhize, usethole isicelo esiphuthumayo kuMcwaningi Mabhuku jikelele, sokuthi angenelele emuva kokusatshiswa kwabenza uphenyo kuMasipala weTheku nowaseMsunduzi.
Esitatimendeni uMkhize uthe uMcwaningi, uMnuz Kimi Makwetu, uthe ufuna kungenelele umnyango wezokuBusa ngokuBambisana emuva kokuthi kudingeke ukuthi kuhoxiswe abebenza uphenyo ngoba besatshiswa. 
",politics
298,"ILUNGU lesigungu esiphezulu kwi-ANC elijutshwe ukuba libheke ukusebenza kwesifundazwe iKwaZulu-Natal, uNkk Edna Molewa, liyakuchitha ukuthi uKhongolose esifundazweni unezinkinga ezinzima ezingenza ukuthi ingqungquthela yesifundazwe ingabikhona.
Ekhuluma esithangamini nabezindaba eMeander Manor Hotel, eSalt Rock, izolo ngemuva kwengqungquthela yesifunda iGreater KwaDukuza, uNkk Molewa uthe ubuholi bukazwelonke bufike esifundazweni buzohlola isimo samagatsha nezifunda bathola ukuthi iqembu likulungele ukuthi lingaba nengqungquthela yesifundazwe.
",politics
299,"USAFISA ukulanywa yinoma abangaki owesifazane ogane esithenjini eNdwedwe, obegcagca ngosuku olulodwa nomnakwabo.
UNkk Thokozile Lushozi, uKaMakhoba (49), usehlale iminyaka engu-19 noMnuz Sabelo Lushozi (57) abegcagca naye izolo. Ugcagce nomnakwabo uNkk Khanyisile Lushozi, uMaKhumalo (43). UKaMakhoba othe wafika kwaLushozi eneminyaka engu-17, uthe wayevele efisa ukuthola umnakwabo ozomlekelela ngoba miningi imisebenzi emzini wakhe. ULushozi obeganwa izolo uyinyanga edumile eNdwedwe, aphinde abe nendawo yokusebenzela oThongathi.
",society
300,"KUBE uLwesihlanu lwegazi KwaZulu-Natal njengoba kubulawe amakhansela amabili amaqembu ehlukene i-ANC ne-IFP ngobusuku obubodwa, behlaselwa ngesibhamu ezigamekweni ezehlukene. 
UMnuz Sibuyiselo Dlamini (35) waseDlebe khona Olundi, obeyikhansela emkhandlwini iZululand, udutshulwe ngasedolobheni Olundi emzileni uR66 King Dinuzulu Highway ngesikhathi imoto yakhe imiswa amadoda angaziwa avulele ngenhlamvu washonela khona lapho. Kuthiwa lesi sigameko senzeke kuyoshaya u-7 ntambama.
","crime, law and justice"
301,"UPHITHENE ikhanda umculi waseThekwini kulandela isigameko sokudutshulwa kubulawe amadodana akhe amabili ngesihluku ekhaya lakhe eShongweni Dam ebusuku.
Isihlabani somculo wombhaqanga uSandile Khwela, owaduma kwiMadlala Brothers, uthi uthuke esevuswa wucingo oluvela kunina ethi sekudutshulwe uNkosingiphile Vilakazi (15) obefunda uGrade 10 eMargot Fonteyn Secondary, eKlaarwater, noMxolisi Mzimela (18) obefunda uGrade 11 eThokozamnganga High, eShongweni Dam. 
","crime, law and justice"
302,"IBALEKE yaduba nebandla inkosazana eBuhleni kwaShembe exakwe wumama ongumkhokheli osolwa ngobutabane okuthiwa ubefuna ukuya nayo ocansini.
Inkosazana (19) okhonza ethempeleni eKushumayeleni, KwaNongoma, elingeke lidalulwe igama layo, ithe isisaba nokuya esontweni ngemuva kokuthi umkhokheli akhonza naye embizele edokodweni lakhe wamtshela ukuthi umile kahle ufuna ukuthi baye ocansini, ngesikhathi besentabeni eKhenani, oZwathini, ngoJanuwari.
",society
303,"IKHOMISHINI yamalungelo abantu ithole igunya lokuvimbela uMnuz Edward Zuma, indodana yowayenguMengameli ukuthi angaphinde enze inkulumo noma izitatimende ezingadala uhlevana emphakathini.
UZuma izolo ubevele enkantolo yezokuLingana eThekwini lapho elahlwe khona ngamacala okuhlambalaza, wayalelwa ukuthi axolise ngokubiza uMnuz Pravin Gordhan ngomdayisi, ngonyaka odlule. UZuma uphinde wayalelwa ukuthi akhokhe inhlawulo kaR60 000.
","crime, law and justice"
304,"USATHUTHUMELA owesifazane osinde ngesikhathi indoda yakhe idutshulwa ngentululwane yezinhlamvu ngamaphoyisa okuthiwa abephenya entathakusa yangoLwesine eNseleni.
UNksz Sihle Mdletshe ubesendlini ngesikhathi kuhlaselwa emzini wabo noMnuz Bhekizenzo Msweli (66), odutshulwe amanxeba amathathu esifubeni wadlavazeka nengalo. UNksz Mdletshe uthe bebelele ngezithuba zabo-1 entathakusa ngesikhathi bezwa kukhonkotha inja egcekeni. 
","crime, law and justice"
